Google;3.5718427484419233e-07
Meta;1.5371536113471906e-06
Microsoft;2.945200698486787e-06
Apple;3.2544522044628245e-06
Amazon;3.2940456296173646e-06
Intel;3.491163845121536e-06
AMD;5.9144661202559935e-06
Nvidia;6.972425173868605e-06
IBM;8.143528088351778e-06
Oracle;9.419557256898175e-06
Google,Meta;1.299402694608728e-05
Microsoft,Google;1.4879147008670417e-05
Google,Apple;1.4939388481907525e-05
Google,Amazon;1.5443921897974312e-05
Intel,Google;1.6185738786225174e-05
Google,AMD;1.6512665200028633e-05
Nvidia,Google;1.738498969576745e-05
IBM,Google;1.7540188390071848e-05
Oracle,Google;1.8629208295488968e-05
Meta,Microsoft;1.908942265043972e-05
Meta,Apple;1.9759321137041288e-05
Meta,Amazon;2.0200527567021857e-05
Intel,Meta;2.0996312033981295e-05
AMD,Meta;2.1206071658087216e-05
Meta,Nvidia;2.244762682362673e-05
IBM,Meta;2.3812333444606208e-05
Oracle,Meta;2.68881987785725e-05
Microsoft,Apple;2.734481209806188e-05
Microsoft,Amazon;2.7858424406014784e-05
Intel,Microsoft;3.2688388583614236e-05
Microsoft,AMD;3.372420350139044e-05
Microsoft,Nvidia;3.436281888807784e-05
Microsoft,IBM;3.6778686237937256e-05
Oracle,Microsoft;3.719456326762618e-05
Apple,Amazon;3.7743752891539146e-05
Apple,Intel;3.947254116825259e-05
AMD,Apple;4.0246151673804464e-05
Nvidia,Apple;4.033173391523545e-05
Apple,IBM;4.192645972407135e-05
Apple,Oracle;4.2157321639453864e-05
Intel,Amazon;4.267166379219181e-05
Amazon,AMD;4.294174319478713e-05
Nvidia,Amazon;4.611510001980727e-05
IBM,Amazon;5.119344743860203e-05
Oracle,Amazon;5.120017249815623e-05
Intel,AMD;5.174471358931096e-05
Nvidia,Intel;5.413088736650566e-05
IBM,Intel;5.479724238534691e-05
Intel,Oracle;5.7094655312047654e-05
AMD,Nvidia;5.898984033934995e-05
AMD,IBM;5.9230046107915324e-05
AMD,Oracle;6.038448470944234e-05
IBM,Nvidia;6.083987688368472e-05
Oracle,Nvidia;6.270186256973585e-05
IBM,Oracle;6.398703279134231e-05
Microsoft,Google,Meta;6.497391389443039e-05
Apple,Google,Meta;6.831620540484637e-05
Amazon,Meta,Google;6.849728420581335e-05
Meta,Google,Intel;6.963106972442041e-05
AMD,Google,Meta;7.146774228684371e-05
Meta,Nvidia,Google;7.434292647309841e-05
Google,Meta,IBM;7.469068997294116e-05
Oracle,Google,Meta;7.575420733353991e-05
Apple,Google,Microsoft;7.653416430258155e-05
Google,Amazon,Microsoft;7.810271767275378e-05
Microsoft,Intel,Google;7.926571418464628e-05
Google,AMD,Microsoft;8.012718779804209e-05
Nvidia,Google,Microsoft;8.043074544784847e-05
IBM,Microsoft,Google;8.093372819536029e-05
Microsoft,Oracle,Google;8.249087119774194e-05
Amazon,Apple,Google;8.35345960712114e-05
Google,Apple,Intel;8.354025878644092e-05
AMD,Apple,Google;8.433663980517585e-05
Apple,Nvidia,Google;8.482227514284321e-05
Google,Apple,IBM;8.520939603202304e-05
Apple,Google,Oracle;8.665724954928208e-05
Google,Intel,Amazon;8.743892530993459e-05
AMD,Google,Amazon;9.19244650675552e-05
Nvidia,Google,Amazon;9.268566723385482e-05
Amazon,Google,IBM;9.59411725522076e-05
Google,Amazon,Oracle;9.648665002279825e-05
Intel,Google,AMD;9.668017271435141e-05
Google,Nvidia,Intel;9.761010045883288e-05
Intel,IBM,Google;9.773808841606714e-05
Google,Oracle,Intel;9.779153260013291e-05
Google,Nvidia,AMD;9.814545421151304e-05
AMD,IBM,Google;9.962751478268309e-05
Google,Oracle,AMD;0.00010031294825363136
Google,Nvidia,IBM;0.00010064369783303072
Google,Oracle,Nvidia;0.00010073574560479488
IBM,Oracle,Google;0.00010348238556392826
Microsoft,Apple,Meta;0.00010358499220268354
Microsoft,Meta,Amazon;0.00010385941559126276
Intel,Microsoft,Meta;0.00010509291313173029
AMD,Microsoft,Meta;0.000105169145872027
Meta,Microsoft,Nvidia;0.00010538748882125435
Microsoft,IBM,Meta;0.0001085909148039976
Meta,Microsoft,Oracle;0.00010917943531036141
Amazon,Meta,Apple;0.0001095074114215934
Meta,Intel,Apple;0.00010956377864692345
Meta,AMD,Apple;0.000112323506954105
Nvidia,Apple,Meta;0.00011287783483689139
IBM,Meta,Apple;0.00011811370386679066
Oracle,Apple,Meta;0.00011861962717584007
Intel,Meta,Amazon;0.0001190072159901481
Meta,AMD,Amazon;0.00011975539821334474
Nvidia,Meta,Amazon;0.00012118086503810197
IBM,Meta,Amazon;0.00012142336949156586
Meta,Amazon,Oracle;0.00012216287168188828
Meta,AMD,Intel;0.00012409403167109773
Nvidia,Meta,Intel;0.00012618707569315814
Meta,IBM,Intel;0.0001263331113985786
Oracle,Intel,Meta;0.00012700716880436228
Nvidia,Meta,AMD;0.0001271663811822662
Meta,IBM,AMD;0.0001303067322413058
Oracle,Meta,AMD;0.000130430627490519
Nvidia,Meta,IBM;0.00013280473761872314
Oracle,Meta,Nvidia;0.0001346049918793954
Oracle,Meta,IBM;0.00013572872388981766
Amazon,Microsoft,Apple;0.00013579857180179167
Intel,Apple,Microsoft;0.00013618529720002215
AMD,Apple,Microsoft;0.00013747471408171515
Microsoft,Apple,Nvidia;0.00013771190566533257
Apple,IBM,Microsoft;0.00013776183392042113
Apple,Microsoft,Oracle;0.00014287423296907548
Amazon,Intel,Microsoft;0.0001443221793605348
AMD,Microsoft,Amazon;0.000145620539045741
Microsoft,Nvidia,Amazon;0.00014571581531427132
IBM,Amazon,Microsoft;0.00014608111089995206
Amazon,Microsoft,Oracle;0.00014736859985631123
Microsoft,AMD,Intel;0.00014865444305270836
Intel,Microsoft,Nvidia;0.0001500758374318428
IBM,Intel,Microsoft;0.0001504351663693749
Microsoft,Intel,Oracle;0.00015088510796443716
Nvidia,Microsoft,AMD;0.00015253176825490101
IBM,Microsoft,AMD;0.00015276565090712092
Microsoft,AMD,Oracle;0.00015393064081130675
Nvidia,IBM,Microsoft;0.0001550602048953696
Microsoft,Nvidia,Oracle;0.00015550739087098338
Oracle,Microsoft,IBM;0.00015767374618270787
Amazon,Apple,Intel;0.00015838406842996975
Amazon,Apple,AMD;0.00015864974353537622
Amazon,Apple,Nvidia;0.00016058593514982008
IBM,Apple,Amazon;0.00016106704979255293
Apple,Amazon,Oracle;0.0001614302310545448
AMD,Apple,Intel;0.00016161376162746657
Apple,Nvidia,Intel;0.00016267244911905097
Intel,IBM,Apple;0.00016394164215349246
Oracle,Intel,Apple;0.00016407649311731774
Apple,Nvidia,AMD;0.0001643687470029173
AMD,IBM,Apple;0.00016555745455334306
Apple,Oracle,AMD;0.00016745119632241454
IBM,Apple,Nvidia;0.0001712651674129227
Nvidia,Oracle,Apple;0.00017191464299792756
Oracle,Apple,IBM;0.00017286365169263732
AMD,Amazon,Intel;0.0001729523377786397
Amazon,Nvidia,Intel;0.00017383346052405148
Amazon,Intel,IBM;0.00017385761819458333
Amazon,Intel,Oracle;0.00017576778764845065
AMD,Nvidia,Amazon;0.00017672170639385546
Amazon,IBM,AMD;0.00017676649953525249
Amazon,Oracle,AMD;0.00017799500412855204
Nvidia,IBM,Amazon;0.000178561353978756
Nvidia,Amazon,Oracle;0.00018070472703437813
Oracle,IBM,Amazon;0.00018072588849863145
AMD,Intel,Nvidia;0.0001816879086448539
Intel,AMD,IBM;0.00018180505194909208
AMD,Intel,Oracle;0.00018301603288815833
Nvidia,IBM,Intel;0.00018517439522518244
Oracle,Intel,Nvidia;0.00018547057626808826
Oracle,IBM,Intel;0.00018608549938301598
AMD,Nvidia,IBM;0.00018804594209329326
Oracle,Nvidia,AMD;0.00018917221810332182
AMD,IBM,Oracle;0.00019035491228570198
IBM,Oracle,Nvidia;0.0001910013602074399
Google,Apple,Meta,Microsoft;0.00019166506693073712
Amazon,Meta,Google,Microsoft;0.00019198193243928735
Intel,Google,Microsoft,Meta;0.00019211575186805656
AMD,Google,Microsoft,Meta;0.0001932285384097644
Meta,Microsoft,Nvidia,Google;0.00019566089992051187
Meta,IBM,Google,Microsoft;0.00019712691253138904
Meta,Google,Microsoft,Oracle;0.00020185769367979712
Meta,Google,Apple,Amazon;0.0002022246047039062
Google,Intel,Meta,Apple;0.00020276749379189408
Meta,AMD,Apple,Google;0.00020482680449463835
Google,Nvidia,Apple,Meta;0.0002050685499719129
IBM,Google,Meta,Apple;0.0002056784904694996
Google,Meta,Oracle,Apple;0.00020785607870058335
Meta,Amazon,Google,Intel;0.0002080344521167304
Meta,Google,Amazon,AMD;0.0002097712338337448
Google,Meta,Nvidia,Amazon;0.00021015072628129927
Amazon,IBM,Meta,Google;0.00021281848724452528
Amazon,Oracle,Google,Meta;0.00021479574288200664
Meta,AMD,Intel,Google;0.0002148862790010677
Intel,Nvidia,Google,Meta;0.00021666731108116195
IBM,Intel,Google,Meta;0.000216754220629115
Meta,Google,Oracle,Intel;0.00021980441338896614
Nvidia,Meta,AMD,Google;0.00022019207811197318
Google,IBM,AMD,Meta;0.00022074271357445743
Google,Oracle,Meta,AMD;0.0002213643870652002
IBM,Nvidia,Meta,Google;0.00022175176739661737
Oracle,Meta,Google,Nvidia;0.0002220414935624462
Oracle,Google,IBM,Meta;0.0002224963717734379
Google,Apple,Amazon,Microsoft;0.00022477320929624169
Microsoft,Google,Intel,Apple;0.0002255064628355188
